company_name,stock_code,corp_code,market
3S,060310,00378363,KOSDAQ
APS,054620,00296078,KOSDAQ
APS이노베이션,079810,00445160,KOSDAQ
AP시스템,265520,01203808,KOSDAQ
AP위성,211270,00874803,KOSDAQ
BGF에코머티리얼즈,126600,00599595,KOSDAQ
CG인바이츠,083790,00407814,KOSDAQ
CJ ENM,035760,00265324,KOSDAQ
CJ 바이오사이언스,311690,01071041,KOSDAQ
CJ프레시웨이,051500,00127954,KOSDAQ
CMG제약,058820,00380429,KOSDAQ
CNT85,056730,00318662,KOSDAQ
CS,065770,00303703,KOSDAQ
CSA 코스믹,083660,00406037,KOSDAQ
DB금융스팩12호,477760,01814589,KOSDAQ
DGI,099520,00627029,KOSDAQ
DH오토리드,290120,01182578,KOSDAQ
DH오토웨어,025440,00110583,KOSDAQ
DMS,068790,00361594,KOSDAQ
DSC인베스트먼트,241520,01109715,KOSDAQ
DXVX,180400,00995993,KOSDAQ
E8,418620,01516890,KOSDAQ
EDGC,245620,01182550,KOSDAQ
EG,037370,00261054,KOSDAQ
ES큐브,050120,00175623,KOSDAQ
FSN,214270,01061497,KOSDAQ
GC메디아이,032620,00220057,KOSDAQ
GH신소재,130500,00491938,KOSDAQ
GRT,900290,01170962,KOSDAQ
GST,083450,00540863,KOSDAQ
HB솔루션,297890,00523936,KOSDAQ
HB인베스트먼트,440290,00309460,KOSDAQ
HB테크놀러지,078150,00255275,KOSDAQ
HC보광산업,225530,00568461,KOSDAQ
HC홈센타,060560,00288495,KOSDAQ
HEM파마,376270,01480708,KOSDAQ
HK이노엔,195940,01012066,KOSDAQ
HLB,028300,00199252,KOSDAQ
HLB바이오스텝,278650,01189438,KOSDAQ
HLB생명과학,067630,00365590,KOSDAQ
HLB이노베이션,024850,00155586,KOSDAQ
HLB제넥스,187420,00983916,KOSDAQ
HLB제약,047920,00336817,KOSDAQ
HLB테라퓨틱스,115450,00552859,KOSDAQ
HLB파나진,046210,00172079,KOSDAQ
HLB펩,196300,00808086,KOSDAQ
HPSP,403870,01288827,KOSDAQ
HRS,036640,00230911,KOSDAQ
IBKS제23호스팩,467930,01785700,KOSDAQ
IBKS제24호스팩,469480,01792791,KOSDAQ
ISC,095340,00572905,KOSDAQ
JTC,950170,01041828,KOSDAQ
JW신약,067290,00110431,KOSDAQ
JYP Ent.,035900,00258689,KOSDAQ
KBG,318000,00876166,KOSDAQ
KBI메탈,024840,00158024,KOSDAQ
KB오토시스,024120,00157539,KOSDAQ
KB제29호스팩,478390,01816268,KOSDAQ
KB제30호스팩,486630,01851650,KOSDAQ
KB제31호스팩,492220,01866926,KOSDAQ
KCC건설,021320,00105466,KOSDAQ
KD,044180,00111218,KOSDAQ
KG에코솔루션,151860,00366137,KOSDAQ
KG이니시스,035600,00264547,KOSDAQ
KG파이낸셜,046440,00405278,KOSDAQ
KH바텍,060720,00378628,KOSDAQ
KNN,058400,00208134,KOSDAQ
KS인더스트리,101000,00618410,KOSDAQ
KT나스미디어,089600,00486097,KOSDAQ
KT밀리의서재,418470,01467451,KOSDAQ
KT지니뮤직,043610,00223762,KOSDAQ
KX,122450,00657987,KOSDAQ
KX하이텍,052900,00276834,KOSDAQ
KZ정밀,036560,00141389,KOSDAQ
LB세미콘,061970,00412348,KOSDAQ
LB인베스트먼트,309960,00231901,KOSDAQ
LIG아큐버,073490,00462121,KOSDAQ
LK삼양,225190,00992543,KOSDAQ
LSK아이로봇,091970,00542074,KOSDAQ
LS마린솔루션,060370,00225742,KOSDAQ
LS머트리얼즈,417200,01528141,KOSDAQ
LS증권,078020,00330424,KOSDAQ
LS티라유텍,322180,01309388,KOSDAQ
M83,476080,01704680,KOSDAQ
MDS테크,086960,00445841,KOSDAQ
NEW,160550,00974927,KOSDAQ
NE능률,053290,00363927,KOSDAQ
NHN KCP,060250,00357740,KOSDAQ
NHN벅스,104200,00645089,KOSDAQ
NH농우바이오,054050,00176835,KOSDAQ
NICE인프라,063570,00363769,KOSDAQ
PN풍년,024940,00133557,KOSDAQ
PS일렉트로닉스,332570,01015160,KOSDAQ
RFHIC,218410,01078178,KOSDAQ
RF머트리얼즈,327260,01343665,KOSDAQ
RF시스템즈,474610,01286476,KOSDAQ
S&K폴리텍,091340,00580667,KOSDAQ
SAMG엔터,419530,01082418,KOSDAQ
SBI인베스트먼트,019550,00156910,KOSDAQ
SCL사이언스,246960,01110182,KOSDAQ
SDN,099220,00574611,KOSDAQ
SFA,056190,00358271,KOSDAQ
SFA넥셀,222080,01090471,KOSDAQ
SFA반도체,036540,00301246,KOSDAQ
SG,255220,00963976,KOSDAQ
SG&G,040610,00264714,KOSDAQ
SGA솔루션즈,184230,00988364,KOSDAQ
SGC E&C,016250,00141246,KOSDAQ
SKAI,357880,01381984,KOSDAQ
SM C&C,048550,00185046,KOSDAQ
SM Life Design,063440,00367604,KOSDAQ
SOOP,067160,00399694,KOSDAQ
SV인베스트먼트,289080,00599151,KOSDAQ
SY동아,041930,00199988,KOSDAQ
THE E&M,089230,00519252,KOSDAQ
TJ미디어,032540,00201733,KOSDAQ
TPC로보틱스,048770,00108649,KOSDAQ
TS인베스트먼트,246690,00778235,KOSDAQ
TS트릴리온,317240,01353024,KOSDAQ
YBM넷,057030,00307222,KOSDAQ
YTN,040300,00200275,KOSDAQ
YW,051390,00296263,KOSDAQ
iMBC,052220,00370006,KOSDAQ
가비아,079940,00506294,KOSDAQ
가온그룹,078890,00441304,KOSDAQ
가온칩스,399720,01364747,KOSDAQ
감성코퍼레이션,036620,00261009,KOSDAQ
강동씨앤엘,198440,01032583,KOSDAQ
강스템바이오텍,217730,01025644,KOSDAQ
강원에너지,114190,00100601,KOSDAQ
갤럭시아머니트리,094480,00587457,KOSDAQ
경남스틸,039240,00206039,KOSDAQ
경남제약,053950,00307028,KOSDAQ
경동제약,011040,00101549,KOSDAQ
경창산업,024910,00102353,KOSDAQ
고려신용정보,049720,00336297,KOSDAQ
고려제약,014570,00103015,KOSDAQ
고바이오랩,348150,01399071,KOSDAQ
고스트스튜디오,950190,01416235,KOSDAQ
고영,098460,00579999,KOSDAQ
골드앤에스,035290,00249502,KOSDAQ
골프존,215000,01067516,KOSDAQ
골프존홀딩스,121440,00674498,KOSDAQ
광무,029480,00186452,KOSDAQ
광진실업,026910,00104120,KOSDAQ
교보15호스팩,465320,01781847,KOSDAQ
교보16호스팩,482520,01845701,KOSDAQ
교보17호스팩,489210,01866528,KOSDAQ
교보19호스팩,000980,01949140,KOSDAQ
교보20호스팩,001320,01985203,KOSDAQ
구영테크,053270,00202060,KOSDAQ
국보디자인,066620,00253985,KOSDAQ
국순당,043650,00256715,KOSDAQ
국영지앤엠,006050,00104537,KOSDAQ
국일신동,060480,00203847,KOSDAQ
국일제지,078130,00104573,KOSDAQ
국전,307750,01329957,KOSDAQ
그래디언트,035080,00244561,KOSDAQ
그래피,318060,01565054,KOSDAQ
그리드위즈,453450,01299203,KOSDAQ
그리티,204020,00671978,KOSDAQ
그린리소스,402490,01370863,KOSDAQ
그린생명과학,114450,00532059,KOSDAQ
그린플러스,186230,00602279,KOSDAQ
글로벌에스엠,900070,00783246,KOSDAQ
글로벌텍스프리,204620,01042711,KOSDAQ
글로본,019660,00159731,KOSDAQ
금강철강,053260,00105475,KOSDAQ
금양그린파워,282720,00872656,KOSDAQ
금화피에스시,036190,00176516,KOSDAQ
기가레인,049080,00377018,KOSDAQ
기가비스,420770,00765569,KOSDAQ
기산텔레콤,035460,00258421,KOSDAQ
꿈비,407400,01586455,KOSDAQ
나노,187790,00994994,KOSDAQ
나노신소재,121600,00439965,KOSDAQ
나노실리칸첨단소재,286750,01136001,KOSDAQ
나노씨엠에스,247660,00660459,KOSDAQ
나노엔텍,039860,00230425,KOSDAQ
나노팀,417010,01524118,KOSDAQ
나라셀라,405920,01021639,KOSDAQ
나라스페이스테크놀로지,478340,01787355,KOSDAQ
나라엠앤디,051490,00297095,KOSDAQ
나래나노텍,137080,00362122,KOSDAQ
나무가,190510,00819374,KOSDAQ
나무기술,242040,01136348,KOSDAQ
나우IB,293580,00651017,KOSDAQ
나우로보틱스,459510,01594791,KOSDAQ
나이벡,138610,00767628,KOSDAQ
나이스디앤비,130580,00606293,KOSDAQ
나이스정보통신,036800,00264945,KOSDAQ
나인앤컴퍼니,366030,01307335,KOSDAQ
나인테크,267320,01208849,KOSDAQ
남화산업,111710,00245694,KOSDAQ
남화토건,091590,00108001,KOSDAQ
내츄럴엔도텍,168330,00923792,KOSDAQ
네오리진,094860,00599106,KOSDAQ
네오셈,253590,01170865,KOSDAQ
네오오토,212560,00876865,KOSDAQ
네오위즈,095660,00628860,KOSDAQ
네오위즈홀딩스,042420,00266952,KOSDAQ
네오이뮨텍,950220,01511558,KOSDAQ
네오크레마,311390,01219155,KOSDAQ
네오티스,085910,00447928,KOSDAQ
네오팜,092730,00551920,KOSDAQ
네이블,153460,00842585,KOSDAQ
네이처셀,007390,00117276,KOSDAQ
네패스,033640,00227333,KOSDAQ
네패스아크,330860,01368354,KOSDAQ
넥사다이내믹스,351320,01440153,KOSDAQ
넥스턴앤롤코리아,089140,00416414,KOSDAQ
넥스트바이오메디컬,389650,01385050,KOSDAQ
넥스트아이,137940,00614593,KOSDAQ
넥스트칩,396270,01515864,KOSDAQ
넥스틴,348210,01080252,KOSDAQ
넥슨게임즈,225570,01096341,KOSDAQ
넥써쓰,205500,01042429,KOSDAQ
넵튠,217270,01067808,KOSDAQ
노랑풍선,104620,00632845,KOSDAQ
노머스,473980,01703849,KOSDAQ
노바렉스,194700,00811372,KOSDAQ
노바텍,285490,01259232,KOSDAQ
노브랜드,145170,00305941,KOSDAQ
노을,376930,01494118,KOSDAQ
노타,486990,01810477,KOSDAQ
녹십자엠에스,142280,00513948,KOSDAQ
녹십자웰빙,234690,01135057,KOSDAQ
누리플랜,069140,00410997,KOSDAQ
누리플렉스,040160,00269889,KOSDAQ
누보,332290,01394669,KOSDAQ
뉴로메카,348340,01336461,KOSDAQ
뉴로핏,380550,01782004,KOSDAQ
뉴보텍,060260,00351375,KOSDAQ
뉴엔AI,463020,01639508,KOSDAQ
뉴온,123840,00809429,KOSDAQ
뉴인텍,012340,00105040,KOSDAQ
뉴키즈온,462310,01467503,KOSDAQ
뉴트리,270870,01214248,KOSDAQ
뉴파워프라즈마,144960,00521390,KOSDAQ
뉴프렉스,085670,00493510,KOSDAQ
다날,064260,00389970,KOSDAQ
다보링크,340360,01416642,KOSDAQ
다산네트웍스,039560,00268251,KOSDAQ
다산디엠씨,208860,01084364,KOSDAQ
다산솔루에타,154040,00624518,KOSDAQ
다우데이타,032190,00238782,KOSDAQ
다원넥스뷰,323350,01344363,KOSDAQ
다원시스,068240,00523307,KOSDAQ
다이나믹솔루션,290660,01246034,KOSDAQ
닷밀,464580,01605282,KOSDAQ
대동금속,020400,00191287,KOSDAQ
대동기어,008830,00109310,KOSDAQ
대동스틸,048470,00109268,KOSDAQ
대륙제관,004780,00109587,KOSDAQ
대림제지,017650,00109781,KOSDAQ
대명에너지,389260,01150515,KOSDAQ
대모,317850,00450995,KOSDAQ
대보마그네틱,290670,01259418,KOSDAQ
대봉엘에스,078140,00442826,KOSDAQ
대산F&B,065150,00390860,KOSDAQ
대성미생물,036480,00177320,KOSDAQ
대성창투,027830,00109037,KOSDAQ
대성하이텍,129920,00577335,KOSDAQ
대신밸런스제17호스팩,471050,01792825,KOSDAQ
대신밸런스제19호스팩,482690,01845534,KOSDAQ
대신정보통신,020180,00110875,KOSDAQ
대아티아이,045390,00318316,KOSDAQ
대양전기공업,108380,00111193,KOSDAQ
대원,007680,00111838,KOSDAQ
대원미디어,048910,00351807,KOSDAQ
대원산업,005710,00111874,KOSDAQ
대정화금,120240,00250997,KOSDAQ
대주산업,003310,00112457,KOSDAQ
대주전자재료,078600,00177816,KOSDAQ
대진첨단소재,393970,01549472,KOSDAQ
대창솔루션,096350,00177870,KOSDAQ
대창스틸,140520,00112721,KOSDAQ
대한과학,131220,00608316,KOSDAQ
대한광통신,010170,00113261,KOSDAQ
대한뉴팜,054670,00207375,KOSDAQ
대한약품,023910,00113128,KOSDAQ
대호특수강,021040,00166175,KOSDAQ
대호특수강우,021045,,KOSDAQ
대화제약,067080,00210740,KOSDAQ
더네이쳐홀딩스,298540,01214743,KOSDAQ
더라미,032860,00205687,KOSDAQ
더블유씨피,393890,01291317,KOSDAQ
더블유에스아이,299170,01318261,KOSDAQ
더즌,462860,01563667,KOSDAQ
더코디,224060,00530413,KOSDAQ
더테크놀로지,043090,00351454,KOSDAQ
더핑크퐁컴퍼니,403850,01138364,KOSDAQ
덕산네오룩스,213420,01061558,KOSDAQ
덕산테코피아,317330,01021666,KOSDAQ
덕산하이메탈,077360,00471068,KOSDAQ
덕신이피씨,090410,00454937,KOSDAQ
덕양에너젠,000010,00149293,KOSDAQ
덕우전자,263600,00571298,KOSDAQ
데브시스터즈,194480,01008762,KOSDAQ
데이원컴퍼니,373160,01455492,KOSDAQ
데이타솔루션,263800,00877819,KOSDAQ
덱스터,206560,01021949,KOSDAQ
덴티스,261200,01187494,KOSDAQ
도우인시스,484120,01380578,KOSDAQ
도이치모터스,067990,00449379,KOSDAQ
동구바이오제약,006620,00114686,KOSDAQ
동국S&C,100130,00415594,KOSDAQ
동국산업,005160,00172680,KOSDAQ
동국생명과학,303810,01233465,KOSDAQ
동국알앤에스,075970,00472890,KOSDAQ
동국제약,086450,00114808,KOSDAQ
동방메디컬,240550,01073261,KOSDAQ
동방선기,099410,00526678,KOSDAQ
동성화인텍,033500,00231105,KOSDAQ
동신건설,025950,00116408,KOSDAQ
동아엘텍,088130,00489243,KOSDAQ
동양에스텍,060380,00178851,KOSDAQ
동양이엔피,079960,00178790,KOSDAQ
동양파일,228340,00993931,KOSDAQ
동우팜투테이블,088910,00228712,KOSDAQ
동운아나텍,094170,00695969,KOSDAQ
동원개발,013120,00117966,KOSDAQ
동일금속,109860,00118284,KOSDAQ
동일기연,032960,00199076,KOSDAQ
동일스틸럭스,023790,00172945,KOSDAQ
동진쎄미켐,005290,00118804,KOSDAQ
동화기업,025900,00173032,KOSDAQ
두산테스나,131970,00563545,KOSDAQ
듀오백,073190,00407771,KOSDAQ
듀켐바이오,176750,00867034,KOSDAQ
드래곤플라이,030350,00230036,KOSDAQ
드림시큐리티,203650,01038693,KOSDAQ
드림씨아이에스,223250,00916826,KOSDAQ
드림어스컴퍼니,060570,00364467,KOSDAQ
드림인사이트,362990,01492688,KOSDAQ
디모아,016670,00125725,KOSDAQ
디바이스,187870,00624509,KOSDAQ
디비금융제13호스팩,489730,01857991,KOSDAQ
디아이티,110990,00576798,KOSDAQ
디알젬,263690,00966168,KOSDAQ
디알텍,214680,01062867,KOSDAQ
디앤디파마텍,347850,01376715,KOSDAQ
디앤씨미디어,263720,01186404,KOSDAQ
디어유,376300,01456011,KOSDAQ
디에스엠,104040,00442905,KOSDAQ
디에스케이,109740,00530121,KOSDAQ
디에이치엑스컴퍼니,031860,00180865,KOSDAQ
디에이테크놀로지,196490,00660121,KOSDAQ
디에이피,066900,00303192,KOSDAQ
디엔에프,092070,00569691,KOSDAQ
디오,039840,00115931,KOSDAQ
디와이디,219550,01089378,KOSDAQ
디와이씨,310870,01336443,KOSDAQ
디와이피엔에프,104460,00602136,KOSDAQ
디젠스,113810,00576789,KOSDAQ
디지아이,043360,00295547,KOSDAQ
디지캡,197140,00681373,KOSDAQ
디지털대성,068930,00398808,KOSDAQ
디지틀조선,033130,00231442,KOSDAQ
디케이락,105740,00533003,KOSDAQ
디케이앤디,263020,00892526,KOSDAQ
디케이티,290550,01137903,KOSDAQ
디티씨,066670,00371740,KOSDAQ
디티앤씨,187220,00675594,KOSDAQ
디티앤씨알오,383930,01437432,KOSDAQ
딜리,131180,00629212,KOSDAQ
딥노이드,315640,01344831,KOSDAQ
딥커머스,900110,00799070,KOSDAQ
라닉스,317120,01327092,KOSDAQ
라메디텍,462510,01504211,KOSDAQ
라온로보틱스,232680,00911229,KOSDAQ
라온시큐어,042510,00255433,KOSDAQ
라온텍,418420,00965512,KOSDAQ
라온피플,300120,01251489,KOSDAQ
라이온켐텍,171120,00317104,KOSDAQ
라이콤,388790,01569102,KOSDAQ
라파스,214260,01058101,KOSDAQ
램테크놀러지,171010,00654272,KOSDAQ
랩지노믹스,084650,00545114,KOSDAQ
러셀,217500,01068348,KOSDAQ
레드캡투어,038390,00261355,KOSDAQ
레메디,387690,01501764,KOSDAQ
레몬,294140,01011395,KOSDAQ
레몬헬스케어,365660,01424261,KOSDAQ
레뷰코퍼레이션,443250,01468061,KOSDAQ
레이,228670,00828761,KOSDAQ
레이언스,228850,00899459,KOSDAQ
레이저쎌,412350,01573381,KOSDAQ
레이저옵텍,199550,01161432,KOSDAQ
레이크머티리얼즈,281740,01255652,KOSDAQ
레인보우로보틱스,277810,01261644,KOSDAQ
로보로보,215100,01063990,KOSDAQ
로보스타,090360,00536523,KOSDAQ
로보티즈,108490,00946030,KOSDAQ
로스웰,900260,01139266,KOSDAQ
로젠,033290,00155948,KOSDAQ
로지시스,067730,00238199,KOSDAQ
로체시스템즈,071280,00363486,KOSDAQ
로킷헬스케어,376900,01335143,KOSDAQ
롤링스톤,214610,01049167,KOSDAQ
루닛,328130,01397620,KOSDAQ
루멘스,038060,00406329,KOSDAQ
루미르,474170,01636565,KOSDAQ
루트K,195990,00620558,KOSDAQ
리가켐바이오,141080,00842619,KOSDAQ
리노공업,058470,00369657,KOSDAQ
리더스코스메틱,016100,00180263,KOSDAQ
리드코프,012700,00117708,KOSDAQ
리메드,302550,01275665,KOSDAQ
리브스메드,491000,01385005,KOSDAQ
리센스메디컬,394420,01685677,KOSDAQ
리튬포어스,073570,00440712,KOSDAQ
리파인,377450,01210066,KOSDAQ
린드먼아시아,277070,00616962,KOSDAQ
링네트,042500,00352499,KOSDAQ
링크드,193250,01035678,KOSDAQ
링크솔루션,474650,01764099,KOSDAQ
링크제니시스,219420,01109955,KOSDAQ
마녀공장,439090,01136977,KOSDAQ
마니커에프앤지,195500,00770312,KOSDAQ
마음AI,377480,01297898,KOSDAQ
마이크로디지탈,305090,01267967,KOSDAQ
마이크로컨텍솔,098120,00568188,KOSDAQ
마이크로투나노,424980,00624378,KOSDAQ
마크로젠,038290,00261373,KOSDAQ
마키나락스,477850,01709065,KOSDAQ
매일유업,267980,01234507,KOSDAQ
매일홀딩스,005990,00120924,KOSDAQ
매커스,093520,00596677,KOSDAQ
머큐리,100590,00364740,KOSDAQ
멀티캠퍼스,067280,00425351,KOSDAQ
메가스터디,072870,00422284,KOSDAQ
메가스터디교육,215200,01074862,KOSDAQ
메가엠디,133750,00807555,KOSDAQ
메가터치,446540,00923516,KOSDAQ
메드팩토,235980,01336373,KOSDAQ
메디아나,041920,00273439,KOSDAQ
메디앙스,014100,00267854,KOSDAQ
메디콕스,054180,00356839,KOSDAQ
메디톡스,086900,00580199,KOSDAQ
메디포스트,078160,00453929,KOSDAQ
메리츠제2호스팩,001650,01989041,KOSDAQ
메쎄이상,408920,01596656,KOSDAQ
메이슨캐피탈,021880,00136101,KOSDAQ
메지온,140410,00808022,KOSDAQ
메카로,241770,00652007,KOSDAQ
메타바이오메드,059210,00317681,KOSDAQ
멕아이씨에스,058110,00270113,KOSDAQ
멤레이비티,072770,00583026,KOSDAQ
모니터랩,434480,01583652,KOSDAQ
모다이노칩,080420,00480048,KOSDAQ
모델솔루션,417970,00657783,KOSDAQ
모두투어,080160,00456218,KOSDAQ
모바일어플라이언스,087260,00556615,KOSDAQ
모베이스,101330,00498001,KOSDAQ
모베이스전자,012860,00137234,KOSDAQ
모비데이즈,363260,01493535,KOSDAQ
모비릭스,348030,01210190,KOSDAQ
모비스,250060,01165155,KOSDAQ
모아데이타,288980,01423837,KOSDAQ
모아라이프플러스,142760,00587925,KOSDAQ
모아텍,033200,00241209,KOSDAQ
모트렉스,118990,00876908,KOSDAQ
모티브링크,463480,00367400,KOSDAQ
모헨즈,006920,00163318,KOSDAQ
무림SP,001810,00121507,KOSDAQ
미디어젠,279600,01190124,KOSDAQ
미래나노텍,095500,00526836,KOSDAQ
미래반도체,254490,00299844,KOSDAQ
미래생명자원,218150,01071944,KOSDAQ
미래에셋벤처투자,100790,00340096,KOSDAQ
미래에셋비전스팩4호,477380,01814233,KOSDAQ
미래에셋비전스팩5호,477470,01817249,KOSDAQ
미래에셋비전스팩6호,478440,01819867,KOSDAQ
미래에셋비전스팩7호,482680,01841635,KOSDAQ
미래에셋비전스팩8호,000930,01947072,KOSDAQ
미래컴퍼니,049950,00447760,KOSDAQ
미스터블루,207760,01047840,KOSDAQ
미코,059090,00366942,KOSDAQ
미투온,201490,00965813,KOSDAQ
미트박스,475460,01374717,KOSDAQ
민테크,452200,01689035,KOSDAQ
바디텍메드,206640,01046708,KOSDAQ
바른손이앤에이,035620,00259590,KOSDAQ
바이넥스,053030,00216027,KOSDAQ
바이브컴퍼니,301300,00403793,KOSDAQ
바이오니아,064550,00326731,KOSDAQ
바이오다인,314930,01117413,KOSDAQ
바이오비쥬,489460,01657197,KOSDAQ
바이오솔루션,086820,00560982,KOSDAQ
바이오스마트,038460,00240857,KOSDAQ
바이오에프디엔씨,251120,01160974,KOSDAQ
바이오인프라,199730,01110058,KOSDAQ
바이오톡스텍,086040,00447502,KOSDAQ
바이오포트,188040,01157846,KOSDAQ
바이오플러스,099430,00636656,KOSDAQ
바이젠셀,308080,01335790,KOSDAQ
바텍,043150,00264255,KOSDAQ
박셀바이오,323990,01335851,KOSDAQ
배럴,267790,01182240,KOSDAQ
백금T&A,046310,00360036,KOSDAQ
밸로프,331520,01398151,KOSDAQ
뱅크웨어글로벌,199480,01138595,KOSDAQ
버넥트,438700,01605529,KOSDAQ
버킷스튜디오,066410,00378220,KOSDAQ
범한퓨얼셀,382900,01435489,KOSDAQ
베노티앤알,206400,01043853,KOSDAQ
베뉴지,019010,00267906,KOSDAQ
베셀,177350,00813389,KOSDAQ
벡트,457600,01453944,KOSDAQ
벨로크,424760,01622331,KOSDAQ
보라티알,250000,01124680,KOSDAQ
보로노이,310210,01327746,KOSDAQ
보성파워텍,006910,00267881,KOSDAQ
본느,226340,01098792,KOSDAQ
부방,014470,00243067,KOSDAQ
부스타,008470,00124276,KOSDAQ
뷰노,338220,01344202,KOSDAQ
뷰웍스,100120,00609324,KOSDAQ
뷰티스킨,406820,01147487,KOSDAQ
브레인즈컴퍼니,099390,00642897,KOSDAQ
브리지텍,064480,00359076,KOSDAQ
브이씨,365900,01354740,KOSDAQ
브이엠,089970,00544577,KOSDAQ
브이원텍,251630,01027794,KOSDAQ
브이티,018290,00150165,KOSDAQ
블랙야크아이앤씨,478560,01718407,KOSDAQ
블루엠텍,439580,01559637,KOSDAQ
블루콤,033560,00238001,KOSDAQ
블리츠웨이엔터테인먼트,369370,01508855,KOSDAQ
비나텍,126340,00563518,KOSDAQ
비덴트,121800,00693651,KOSDAQ
비보존 제약,082800,00533191,KOSDAQ
비비씨,318410,01153105,KOSDAQ
비스토스,419540,01506848,KOSDAQ
비씨엔씨,146320,01301623,KOSDAQ
비씨월드제약,200780,00256043,KOSDAQ
비아이매트릭스,413640,01462739,KOSDAQ
비아트론,141000,00610083,KOSDAQ
비에이치아이,083650,00409788,KOSDAQ
비엘팜텍,065170,00384717,KOSDAQ
비엠티,086670,00524786,KOSDAQ
비츠로넥스텍,488900,01194607,KOSDAQ
비츠로셀,082920,00154718,KOSDAQ
비츠로시스,054220,00201432,KOSDAQ
비츠로테크,042370,00103644,KOSDAQ
비케이홀딩스,050090,00369569,KOSDAQ
비큐AI,148780,00980043,KOSDAQ
비투엔,307870,01326792,KOSDAQ
비트맥스,377030,01409095,KOSDAQ
비트컴퓨터,032850,00231707,KOSDAQ
비트플래닛,049470,00351579,KOSDAQ
비피도,238200,01109070,KOSDAQ
빅솔론,093190,00478900,KOSDAQ
빅텍,065450,00385363,KOSDAQ
빌리언스,044480,00173449,KOSDAQ
빛과전자,069540,00367482,KOSDAQ
빛샘전자,072950,00359261,KOSDAQ
삐아,451250,01283974,KOSDAQ
사람인,143240,00857480,KOSDAQ
사이냅소프트,466410,01207901,KOSDAQ
사토시홀딩스,223310,01075126,KOSDAQ
사피엔반도체,452430,01676642,KOSDAQ
산돌,419120,01516368,KOSDAQ
삼기,122350,00799177,KOSDAQ
삼기에너지솔루션즈,419050,01526806,KOSDAQ
삼륭물산,014970,00125488,KOSDAQ
삼목에스폼,018310,00125646,KOSDAQ
삼미금속,012210,00125664,KOSDAQ
삼보모터스,053700,00351092,KOSDAQ
삼보산업,009620,00125822,KOSDAQ
삼보판지,023600,00125938,KOSDAQ
삼성스팩11호,000710,01935183,KOSDAQ
삼성스팩12호,000960,01946532,KOSDAQ
삼성스팩13호,001150,00131434,KOSDAQ
삼아제약,009300,00126788,KOSDAQ
삼양엔씨켐,482630,00863533,KOSDAQ
삼양컴텍,484590,00141583,KOSDAQ
삼양케이씨아이,036670,00265041,KOSDAQ
삼영에스앤씨,361670,00405506,KOSDAQ
삼영엠텍,054540,00250614,KOSDAQ
삼영이엔씨,065570,00288343,KOSDAQ
삼익제약,014950,00127875,KOSDAQ
삼일,032280,00127909,KOSDAQ
삼일기업공사,002290,00127936,KOSDAQ
삼지전자,037460,00128315,KOSDAQ
삼진,032750,00173351,KOSDAQ
삼진식품,000130,01370322,KOSDAQ
삼진엘앤디,054090,00239514,KOSDAQ
삼천당제약,000250,00128546,KOSDAQ
삼천리자전거,024950,00128607,KOSDAQ
삼표시멘트,038500,00239639,KOSDAQ
삼현,437730,00262266,KOSDAQ
삼현철강,017480,00128926,KOSDAQ
삼화네트웍스,046390,00301112,KOSDAQ
상보,027580,00129615,KOSDAQ
상상인,038540,00306162,KOSDAQ
상신이디피,091580,00480783,KOSDAQ
상신전자,263810,00760999,KOSDAQ
상아프론테크,089980,00181299,KOSDAQ
상지건설,042940,00232007,KOSDAQ
새로닉스,042600,00147994,KOSDAQ
새빗켐,107600,00862880,KOSDAQ
샌즈랩,411080,01242241,KOSDAQ
샘씨엔에스,252990,01199727,KOSDAQ
샤페론,378800,01387164,KOSDAQ
서남,294630,00867973,KOSDAQ
서린바이오,038070,00373447,KOSDAQ
서부T&D,006730,00130383,KOSDAQ
서산,079650,00130408,KOSDAQ
서암기계공업,100660,00166528,KOSDAQ
서연탑메탈,019770,00153278,KOSDAQ
서울바이오시스,092190,00488402,KOSDAQ
서울반도체,046890,00130763,KOSDAQ
서울옥션,063170,00410915,KOSDAQ
서울전자통신,027040,00130587,KOSDAQ
서울제약,018680,00131018,KOSDAQ
서울평가정보,036120,00260745,KOSDAQ
서원인텍,093920,00445799,KOSDAQ
서전기전,189860,00869272,KOSDAQ
서진시스템,178320,00838005,KOSDAQ
서진오토모티브,122690,00800145,KOSDAQ
서플러스글로벌,140070,00599285,KOSDAQ
서한,011370,00131504,KOSDAQ
서호전기,065710,00220622,KOSDAQ
서희건설,035890,00219848,KOSDAQ
석경에이티,357550,00921916,KOSDAQ
선광,003100,00131896,KOSDAQ
선바이오,067370,00407036,KOSDAQ
선익시스템,171090,00327819,KOSDAQ
선진뷰티사이언스,086710,00132202,KOSDAQ
성광벤드,014620,00132318,KOSDAQ
성도이엔지,037350,00216498,KOSDAQ
성우,458650,00319272,KOSDAQ
성우전자,081580,00364306,KOSDAQ
성우테크론,045300,00350482,KOSDAQ
성우하이텍,015750,00132992,KOSDAQ
성원에너텍,340930,01368637,KOSDAQ
성일하이텍,365340,01274329,KOSDAQ
성창오토텍,080470,00486370,KOSDAQ
성호전자,043260,00317210,KOSDAQ
세경하이테크,148150,00913689,KOSDAQ
세나테크놀로지,061090,01010615,KOSDAQ
세니젠,188260,01305869,KOSDAQ
세동,053060,00133663,KOSDAQ
